stem,has_gt,n_spur,spur_area,fp_px,ref_fp_inst,ref_fp_px
310260,1,1,66,1108,1,1108
310261,1,0,0,530,0,530
310262,0,0,0,0,0,0
310263,1,0,0,0,0,0
310264,1,2,4114,4240,2,4240
310265,1,7,6724,10231,7,10231
310266,1,5,2939,8801,5,8801
310267,1,5,817,8242,5,8242
310268,1,9,931,7519,9,7519
310269,1,2,78,8530,2,8530
31027,1,4,1431,4828,4,4828
310270,1,1,5388,10728,1,10728
310271,1,0,0,356,0,356
310272,0,0,0,0,0,0
310273,0,0,0,0,0,0
310274,1,1,257,774,1,774
310275,1,0,0,151,0,151
310276,0,0,0,0,0,0
310277,0,0,0,0,0,0
310278,0,0,0,0,0,0
310279,0,0,0,0,0,0
31028,1,10,1807,6207,10,6207
310280,0,0,0,0,0,0
310281,1,0,0,18,0,18
310282,1,3,344,5121,3,5121
310283,1,6,610,8517,6,8517
310284,1,2,47,8331,2,8331
310285,1,4,329,4461,4,4461
310286,1,4,373,3313,4,3313
310287,1,6,8474,14781,6,14781
310288,1,2,135,1499,2,1499
310289,1,0,0,167,0,167
31029,1,18,5670,9674,18,9674
310290,1,0,0,802,0,802
310291,0,0,0,0,0,0
310292,0,0,0,0,0,0
310293,0,0,0,0,0,0
310294,0,0,0,0,0,0
310295,0,0,0,0,0,0
310296,0,0,0,0,0,0
310297,0,0,0,0,0,0
310298,0,0,0,0,0,0
310299,1,3,236,1394,3,1394
3103,0,0,0,0,0,0
31030,1,8,1092,4801,8,4801
310300,1,4,379,7228,4,7228
310301,1,5,784,8421,5,8421
310302,1,5,361,10441,5,10441
310303,1,8,532,8138,8,8138
310304,1,8,1055,7941,8,7941
310305,1,6,710,3057,6,3057
310306,1,1,21,197,1,197
310307,1,1,17,1497,1,1497
310308,0,0,0,0,0,0
310309,0,0,0,0,0,0
31031,1,10,1853,3704,10,3704
310310,0,0,0,0,0,0
310311,0,0,0,0,0,0
310312,0,0,0,0,0,0
310313,0,0,0,0,0,0
310314,0,0,0,0,0,0
310315,0,0,0,0,0,0
310316,1,1,26,75,1,75
310317,1,2,479,4662,2,4662
310318,1,3,431,8052,3,8052
310319,1,3,169,11098,3,11098
31032,1,13,5367,8577,13,8577
310320,1,5,606,11575,5,11575
310321,1,10,1471,11142,10,11142
310322,1,2,507,3291,2,3291
310323,0,0,0,0,0,0
310324,1,0,0,113,0,113
310325,1,0,0,104,0,104
310326,0,0,0,0,0,0
310327,0,0,0,0,0,0
310328,0,0,0,0,0,0
310329,0,0,0,0,0,0
31033,0,2,385,441,2,441
310330,0,0,0,0,0,0
310331,0,0,0,0,0,0
310332,0,0,0,0,0,0
310333,0,0,0,0,0,0
310334,1,1,121,2044,1,2044
310335,1,1,66,7104,1,7104
310336,1,4,733,8898,4,8898
310337,1,8,665,12947,8,12947
310338,1,5,667,10632,5,10632
310339,1,0,0,1799,0,1799
31034,0,0,0,0,0,0
310340,1,1,162,176,1,176
310341,1,1,201,519,1,519
310342,1,0,0,258,0,258
310343,0,0,0,0,0,0
310344,0,0,0,0,0,0
310345,0,0,0,0,0,0
310346,0,0,0,0,0,0
310347,0,0,0,0,0,0
310348,0,0,0,0,0,0
310349,0,0,0,0,0,0
31035,0,0,0,0,0,0
310350,1,0,0,89,0,89
310351,1,0,0,215,0,215
310352,1,0,0,1187,0,1187
310353,1,2,418,4904,2,4904
310354,1,2,263,7380,2,7380
310355,1,4,249,7569,4,7569
310356,1,0,0,1913,0,1913
310357,1,2,1072,1711,2,1711
310358,1,2,370,920,2,920
310359,1,0,0,421,0,421
31036,0,0,0,0,0,0
310360,1,0,0,39,0,39
310361,0,0,0,0,0,0
310362,0,0,0,0,0,0
310363,0,0,0,0,0,0
310364,0,0,0,0,0,0
310365,0,0,0,0,0,0
310366,0,0,0,0,0,0
310367,1,2,69,788,2,788
310368,1,5,239,3120,5,3120
310369,1,0,0,1535,0,1535
31037,1,0,0,9,0,9
310370,1,1,50,3800,1,3800
310371,1,1,48,2911,1,2911
310372,1,1,66,480,1,480
310373,1,1,66,554,1,554
310374,1,1,270,738,1,738
310375,1,0,0,416,0,416
310376,1,0,0,0,0,0
310377,1,2,640,738,2,738
310378,1,0,0,91,0,91
310379,0,0,0,0,0,0
31038,0,0,0,0,0,0
310380,0,0,0,0,0,0
310381,0,0,0,0,0,0
310382,1,0,0,39,0,39
310383,1,0,0,269,0,269
310384,1,1,194,2104,1,2104
310385,1,1,62,5560,1,5560
310386,1,3,202,5470,3,5470
310387,1,2,441,4141,2,4141
310388,1,2,266,5511,2,5511
310389,1,1,46,628,1,628
31039,0,0,0,0,0,0
310390,1,0,0,571,0,571
310391,1,1,42,68,1,68
310392,1,1,93,449,1,449
310393,0,0,0,0,0,0
310394,1,0,0,829,0,829
310395,1,0,0,1380,0,1380
310396,1,0,0,21,0,21
310397,1,1,324,29,1,29
310398,1,0,0,5,0,5
310399,1,0,0,581,0,581
3104,1,0,0,39,0,39
31040,0,0,0,0,0,0
310400,1,0,0,395,0,395
310401,1,1,22,2747,1,2747
310402,1,2,101,6531,2,6531
310403,1,3,128,6560,3,6560
310404,1,0,0,3595,0,3595
310405,1,0,0,847,0,847
310406,1,0,0,830,0,830
310407,1,0,0,491,0,491
310408,1,2,143,274,2,274
310409,1,1,419,537,1,537
31041,0,0,0,0,0,0
310410,0,0,0,0,0,0
310411,1,0,0,791,0,791
310412,1,1,497,2638,1,2638
310413,1,1,112,647,1,647
310414,1,0,0,158,0,158
310415,1,1,29,409,1,409
310416,0,0,0,0,0,0
310417,1,0,0,113,0,113
310418,1,0,0,357,0,357
310419,1,0,0,3790,0,3790
31042,0,0,0,4,0,4
310420,1,0,0,4340,0,4340
310421,1,0,0,1120,0,1120
310422,1,0,0,312,0,312
310423,0,0,0,0,0,0
310424,1,0,0,303,0,303
310425,1,0,0,171,0,171
310426,1,0,0,239,0,239
310427,0,0,0,0,0,0
310428,1,0,0,1398,0,1398
310429,1,0,0,3119,0,3119
31043,1,1,493,1780,1,1780
310430,1,1,18,1449,1,1449
310431,1,0,0,667,0,667
310432,1,0,0,319,0,319
310433,0,0,0,0,0,0
310434,0,0,0,0,0,0
310435,0,0,0,0,0,0
310436,1,0,0,0,0,0
310437,1,0,0,1066,0,1066
310438,1,2,387,1806,2,1806
310439,1,0,0,546,0,546
31044,1,2,1215,3873,2,3873
310440,0,0,0,0,0,0
310441,0,0,0,0,0,0
310442,1,0,0,1224,0,1224
310443,1,0,0,110,0,110
310444,1,0,0,1314,0,1314
310445,1,1,336,2389,1,2389
310446,1,0,0,2095,0,2095
310447,0,0,0,0,0,0
310448,1,2,1202,2213,2,2213
310449,1,1,84,357,1,357
31045,1,4,4180,7645,4,7645
310450,1,0,0,318,0,318
310451,1,0,0,49,0,49
310452,0,0,0,0,0,0
310453,1,0,0,332,0,332
310454,1,0,0,3496,0,3496
310455,1,0,0,4331,0,4331
310456,1,2,74,510,2,510
310457,0,0,0,0,0,0
310458,0,0,0,0,0,0
310459,1,0,0,1823,0,1823
31046,1,1,316,5981,1,5981
310460,1,0,0,1242,0,1242
310461,1,2,1085,2986,2,2986
310462,1,0,0,353,0,353
310463,1,1,108,575,1,575
310464,1,1,18,380,1,380
310465,1,0,0,193,0,193
310466,1,0,0,97,0,97
310467,1,0,0,157,0,157
310468,1,3,1404,1971,3,1971
310469,1,1,280,1837,1,1837
31047,1,2,718,2716,2,2716
310470,1,0,0,1078,0,1078
310471,1,1,1316,3350,1,3350
310472,1,3,311,4011,3,4011
310473,1,0,0,582,0,582
310474,1,0,0,90,0,90
310475,0,0,0,0,0,0
310476,1,0,0,318,0,318
310477,1,1,17,690,1,690
310478,1,1,239,636,1,636
310479,0,0,0,0,0,0
31048,1,7,687,1702,7,1702
310480,1,0,0,66,0,66
310481,1,0,0,1142,0,1142
310482,1,1,24,188,1,188
310483,1,1,18,279,1,279
310484,1,0,0,479,0,479
310485,1,0,0,1705,0,1705
310486,1,0,0,1386,0,1386
310487,1,0,0,337,0,337
310488,1,1,73,1407,1,1407
310489,1,0,0,380,0,380
31049,1,10,2589,6939,10,6939
310490,1,1,320,647,1,647
310491,1,2,165,558,2,558
310492,0,0,0,0,0,0
310493,1,2,4014,4891,2,4891
310494,1,2,171,1651,2,1651
310495,1,1,144,165,1,165
310496,1,0,0,1081,0,1081
310497,1,0,0,258,0,258
310498,1,1,200,1287,1,1287
310499,1,2,247,2487,2,2487
3105,0,0,0,0,0,0
31050,1,0,0,461,0,461
310500,1,0,0,400,0,400
310501,1,0,0,199,0,199
310502,1,0,0,347,0,347
310503,0,0,0,0,0,0
310504,1,7,55036,55297,7,55297
310505,1,4,55326,55438,4,55438
310506,1,1,224,394,1,394
310507,1,1,16,471,1,471
310508,0,0,0,0,0,0
310509,0,0,0,0,0,0
31051,1,1,193,409,1,409
310510,1,1,4537,6411,1,6411
310511,1,1,95,2654,1,2654
310512,1,0,0,1240,0,1240
310513,1,0,0,4265,0,4265
310514,1,2,129,1228,2,1228
310515,1,1,63,2107,1,2107
310516,1,1,47,4780,1,4780
310517,1,1,216,1095,1,1095
310518,1,0,0,9,0,9
310519,1,0,0,427,0,427
31052,0,0,0,0,0,0
310520,1,0,0,415,0,415
310521,1,1,28203,28884,1,28884
310522,1,1,9191,9915,1,9915
310523,1,0,0,312,0,312
310524,0,0,0,0,0,0
310525,1,0,0,189,0,189
310526,1,0,0,242,0,242
310527,1,2,59,714,2,714
310528,1,3,102,1029,3,1029
310529,1,0,0,237,0,237
31053,0,0,0,0,0,0
310530,1,1,578,1650,1,1650
310531,1,5,6243,7868,5,7868
310532,1,2,525,4858,2,4858
310533,1,2,36,3755,2,3755
310534,1,6,186,642,6,642
310535,1,1,219,598,1,598
310536,1,3,663,1055,3,1055
310537,1,2,258,439,2,439
310538,1,0,0,535,0,535
310539,1,0,0,296,0,296
31054,1,0,0,0,0,0
310540,1,0,0,439,0,439
310541,1,0,0,282,0,282
310542,1,0,0,246,0,246
310543,1,0,0,206,0,206
310544,0,0,0,0,0,0
310545,1,0,0,1914,0,1914
310546,1,0,0,848,0,848
310547,1,2,421,1667,2,1667
310548,1,2,224,3532,2,3532
310549,1,2,618,9929,2,9929
31055,0,0,0,0,0,0
310550,1,0,0,17,0,17
310551,1,0,0,673,0,673
310552,1,5,388,2463,5,2463
310553,1,3,510,620,3,620
310554,1,0,0,547,0,547
310555,1,0,0,270,0,270
310556,1,0,0,17,0,17
310557,1,0,0,425,0,425
310558,1,0,0,7,0,7
310559,1,0,0,26,0,26
31056,0,3,2980,2987,3,2987
310560,0,0,0,0,0,0
310561,1,0,0,228,0,228
310562,1,0,0,281,0,281
310563,1,0,0,1446,0,1446
310564,1,1,366,1603,1,1603
310565,1,2,94,2111,2,2111
310566,1,3,331,1334,3,1334
310567,0,0,0,0,0,0
310568,1,0,0,236,0,236
310569,1,1,60,5032,1,5032
31057,0,0,0,0,0,0
310570,1,1,81,3540,1,3540
310571,1,1,310,951,1,951
310572,1,0,0,1046,0,1046
310573,1,0,0,179,0,179
310574,1,0,0,162,0,162
310575,1,0,0,974,0,974
310576,1,0,0,412,0,412
310577,1,0,0,319,0,319
310578,1,1,96,294,1,294
310579,1,0,0,856,0,856
31058,0,0,0,0,0,0
310580,1,0,0,565,0,565
310581,0,0,0,0,0,0
310582,1,0,0,224,0,224
310583,1,0,0,86,0,86
310584,1,0,0,304,0,304
310585,1,1,322,391,1,391
310586,1,1,357,1899,1,1899
310587,1,0,0,4969,0,4969
310588,1,0,0,319,0,319
310589,1,0,0,417,0,417
31059,0,0,0,0,0,0
310590,1,0,0,797,0,797
310591,1,0,0,1477,0,1477
310592,1,2,52,3100,2,3100
310593,1,0,0,335,0,335
310594,1,0,0,208,0,208
310595,1,1,291,838,1,838
310596,1,2,1078,1283,2,1283
310597,1,0,0,282,0,282
310598,1,0,0,650,0,650
310599,1,0,0,317,0,317
3106,0,0,0,0,0,0
31060,1,1,129,426,1,426
310600,1,1,18,969,1,969
310601,1,1,32,569,1,569
310602,0,1,358,358,1,358
310603,1,1,382,906,1,906
310604,1,0,0,925,0,925
310605,1,0,0,484,0,484
310606,1,0,0,566,0,566
310607,1,0,0,158,0,158
310608,1,0,0,265,0,265
310609,1,2,169,728,2,728
31061,1,4,2091,6892,4,6892
310610,0,0,0,0,0,0
310611,0,0,0,0,0,0
310612,1,0,0,45,0,45
310613,1,1,123,957,1,957
310614,1,1,67,406,1,406
310615,1,0,0,597,0,597
310616,1,0,0,974,0,974
310617,1,0,0,984,0,984
310618,1,0,0,178,0,178
310619,0,0,0,0,0,0
31062,1,4,3790,7388,4,7388
310620,0,0,0,0,0,0
310621,0,0,0,0,0,0
310622,0,0,0,0,0,0
310623,0,0,0,0,0,0
310624,0,0,0,0,0,0
310625,0,0,0,0,0,0
310626,0,0,0,0,0,0
310627,0,0,0,0,0,0
310628,0,0,0,0,0,0
310629,1,0,0,92,0,92
31063,1,6,4649,6016,6,6016
310630,1,3,633,1319,3,1319
310631,1,0,0,642,0,642
310632,1,1,280,1413,1,1413
310633,1,0,0,560,0,560
310634,1,1,1304,1780,1,1780
310635,0,0,0,0,0,0
310636,1,1,17,1246,1,1246
310637,1,0,0,254,0,254
310638,0,0,0,0,0,0
310639,0,3,1022,1035,3,1035
31064,1,6,5078,8395,6,8395
310640,0,0,0,0,0,0
310641,0,0,0,0,0,0
310642,0,0,0,0,0,0
310643,0,0,0,0,0,0
310644,1,0,0,0,0,0
310645,1,0,0,154,0,154
310646,1,0,0,159,0,159
310647,1,0,0,528,0,528
310648,1,0,0,511,0,511
310649,1,0,0,640,0,640
31065,1,0,0,723,0,723
310650,1,0,0,59,0,59
310651,0,0,0,0,0,0
310652,0,0,0,0,0,0
310653,0,0,0,0,0,0
310654,1,0,0,28,0,28
310655,1,0,0,103,0,103
310656,0,0,0,0,0,0
310657,0,0,0,0,0,0
310658,0,0,0,0,0,0
310659,0,0,0,0,0,0
31066,1,4,1856,6213,4,6213
310660,0,0,0,0,0,0
310661,0,0,0,0,0,0
310662,0,0,0,0,0,0
310663,0,0,0,0,0,0
310664,1,0,0,140,0,140
310665,1,1,22,98,1,98
310666,0,0,0,0,0,0
310667,0,0,0,0,0,0
310668,0,0,0,0,0,0
310669,0,0,0,0,0,0
31067,1,3,177,2588,3,2588
310670,0,0,0,0,0,0
310671,0,0,0,0,0,0
310672,1,1,107,229,1,229
310673,0,0,0,0,0,0
310674,0,0,0,0,0,0
310675,0,0,0,0,0,0
310676,0,0,0,0,0,0
310677,0,0,0,0,0,0
310678,0,0,0,0,0,0
310679,0,0,0,0,0,0
31068,1,1,327,519,1,519
31069,1,0,0,55,0,55
3107,1,0,0,295,0,295
31070,0,0,0,0,0,0
31071,0,0,0,0,0,0
31072,0,0,0,0,0,0
31073,1,1,1016,2910,1,2910
31074,1,0,0,1149,0,1149
31075,1,1,422,866,1,866
31076,1,2,486,6354,2,6354
31077,1,1,214,3209,1,3209
31078,1,2,1776,5170,2,5170
31079,1,12,17085,14820,12,14820
3108,1,1,24,3551,1,3551
31080,1,3,2329,9779,3,9779
31081,1,5,2630,4900,5,4900
31082,1,1,1558,7841,1,7841
31083,1,5,327,8544,5,8544
31084,1,1,126,2790,1,2790
31085,0,0,0,0,0,0
31086,1,0,0,49,0,49
31087,0,0,0,0,0,0
31088,0,0,0,0,0,0
31089,0,1,27,27,1,27
3109,1,7,1160,7408,7,7408
31090,1,1,240,3079,1,3079
31091,1,0,0,1354,0,1354
31092,1,0,0,2768,0,2768
31093,1,4,1553,3310,4,3310
31094,1,2,482,5481,2,5481
31095,1,5,1432,5293,5,5293
31096,1,4,706,9890,4,9890
31097,1,1,183,11704,1,11704
31098,1,3,1613,7473,3,7473
31099,1,3,1819,4396,3,4396
